Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
1343;985;Sabellidae;985;Sabellidae;985;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1344;129818;Sabellides octocirrata;332932;Ampharete octocirrata;129818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1345;137590;Saccoglossus;137590;Saccoglossus;137590;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1346;167;Sacoglossa;167;Sacoglossa;167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1347;119034;Saduria entomon;119034;Saduria entomon;119034;NA;NA;NA;5.75;4.17;3.94;2;2.11;3.81;2.87;2;2.66;2;2;4.72;1.38;1.29;1.4;1.38;10
1348;100776;Sagartia;854014;Cylista;100776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1349;101002;Sagartiogeton undatus;101002;Sagartiogeton undatus;101002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1350;105410;Sagitta;105410;Sagitta;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1351;195989;Salvatoria limbata;195989;Salvatoria limbata;195989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1352;140108;Saxicavella jeffreysi;140108;Saxicavella jeffreysi;140108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1353;130980;Scalibregma inflatum;130980;Scalibregma inflatum;130980;7.15;5.71;5.56;8.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1354;925;Scalibregmatidae;925;Scalibregmatidae;925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1355;129274;Schistomeringos;129274;Schistomeringos;129274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1356;120204;Schistomysis ornata;120204;Schistomysis ornata;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1357;120206;Schistomysis spiritus;120206;Schistomysis spiritus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1358;152266;Scionella lornensis;154972;Pista lornensis;152266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1359;129623;Scolelepis;129623;Scolelepis;129623;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1360;157561;Scolelepis (Parascolelepis) tridentata;157561;Scolelepis (Parascolelepis) tridentata;157561;8.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1361;334741;Scolelepis (Scolelepis) foliosa;334741;Scolelepis (Scolelepis) foliosa;334741;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1362;157566;Scolelepis (Scolelepis) squamata;157566;Scolelepis (Scolelepis) squamata;157566;8.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1363;131171;Scolelepis bonnieri;131171;Scolelepis bonnieri;131171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1364;131173;Scolelepis foliosa;334741;Scolelepis (Scolelepis) foliosa;131173;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1365;131174;Scolelepis korsuni;131174;Scolelepis korsuni;131174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1366;131177;Scolelepis squamata;157566;Scolelepis (Scolelepis) squamata;131177;8.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1367;131178;Scolelepis tridentata;157561;Scolelepis (Parascolelepis) tridentata;131178;8.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1368;130261;Scoletoma fragilis;130261;Scoletoma fragilis;130261;8.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1369;152260;Scoletoma magnidentata;152260;Scoletoma magnidentata;152260;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1370;129425;Scoloplos;129425;Scoloplos;129425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1371;334772;Scoloplos (Scoloplos) armiger;130537;Scoloplos armiger;334772;9.01;6.56;7.31;3;4.8;NA;1.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1372;130537;Scoloplos armiger;130537;Scoloplos armiger;130537;9.01;6.56;7.31;3;4.8;NA;1.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1373;102719;Scopelocheirus crenatus;102720;Scopelocheirus hopei;102719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1374;102720;Scopelocheirus hopei;102720;Scopelocheirus hopei;102720;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1375;141424;Scrobicularia plana;141424;Scrobicularia plana;141424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1376;138131;Scutopus;138131;Scutopus;138131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1377;140250;Scutopus ventrolineatus;140250;Scutopus ventrolineatus;140250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1378;988;Serpulidae;988;Serpulidae;988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1379;117913;Sertularia cupressina;117913;Sertularia cupressina;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1380;131072;Sigalion mathildae;131072;Sigalion mathildae;131072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1381;943;Sigalionidae;943;Sigalionidae;943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1382;130690;Sige fusigera;130690;Sige fusigera;130690;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1383;593215;Simulium;593215;Simulium;593215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1384;102109;Siphonoecetes (Centraloecetes) colletti;1059646;Centraloecetes kroyeranus;102109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1385;1059688;Siphonoecetes kroyeranus;1059646;Centraloecetes kroyeranus;1059688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1386;1268;Sipuncula;1268;Sipuncula;1268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1387;1648;Sipunculidae;1648;Sipunculidae;1648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1388;141539;Skeneopsis planorbis;141539;Skeneopsis planorbis;141539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1389;233;Solenidae;233;Solenidae;233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1390;847930;Sorgenfreispira brachystoma;847930;Sorgenfreispira brachystoma;847930;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1391;155039;Sosane gracilis;129789;Anobothrus gracilis;155039;11.04;NA;9.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1392;129821;Sosane sulcata;129821;Sosane sulcata;129821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1393;334811;Sosane wahrbergi;334811;Sosane wahrbergi;334811;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1394;334812;Sosane wireni;334812;Sosane wireni;334812;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1395;129822;Sosanopsis wireni;334812;Sosane wireni;129822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1396;123177;Spatangidae;123177;Spatangidae;123177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1397;123106;Spatangoida;123106;Spatangoida;123106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1398;181560;Sphaerium;181560;Sphaerium;181560;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1399;340639;Sphaerodoridium balticum;131089;Sphaerodoropsis baltica;340639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1400;155127;Sphaerodoridium minutum;155127;Sphaerodoridium minutum;155127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1401;131089;Sphaerodoropsis baltica;131089;Sphaerodoropsis baltica;131089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1402;131096;Sphaerodoropsis minuta;155127;Sphaerodoridium minutum;131096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1403;152394;Sphaerodorum flavum;131100;Sphaerodorum gracilis;152394;11.02;NA;10.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1404;131100;Sphaerodorum gracilis;131100;Sphaerodorum gracilis;131100;11.02;NA;10.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1405;146935;Sphaeroma hookeri;118953;Lekanesphaera hookeri;146935;NA;NA;NA;NA;3.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1406;146936;Sphaeroma rugicauda;118958;Lekanesphaera rugicauda;146936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1407;131384;Sphaerosyllis erinaceus;195953;Erinaceusyllis erinaceus;131384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1408;131388;Sphaerosyllis hystrix;131388;Sphaerosyllis hystrix;131388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1409;129625;Spio;129625;Spio;129625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1410;131180;Spio armata;131180;Spio armata;131180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1411;596180;Spio arndti;596180;Spio arndti;596180;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1412;152314;Spio decorata;152314;Spio decorata;152314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1413;131182;Spio decoratus;152314;Spio decorata;131182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1414;131183;Spio filicornis;131183;Spio filicornis;131183;11.04;9.52;7.5;4.48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1415;131184;Spio goniocephala;131184;Spio goniocephala;131184;NA;9;11.11;6.44;6.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1416;131185;Spio martinensis;131185;Spio martinensis;131185;NA;8.55;NA;4.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1417;129924;Spiochaetopterus typicus;129924;Spiochaetopterus typicus;129924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1418;913;Spionidae;913;Spionidae;913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1419;129626;Spiophanes;129626;Spiophanes;129626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1420;131187;Spiophanes bombyx;131187;Spiophanes bombyx;131187;9.38;7.58;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1421;157576;Spiophanes kroeyeri;131188;Spiophanes kroyeri;157576;10.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1422;131188;Spiophanes kroyeri;131188;Spiophanes kroyeri;131188;10.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1423;555935;Spirobranchus triqueter;555935;Spirobranchus triqueter;555935;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1424;989;Spirorbinae;989;Spirorbinae;989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425;334842;Spirorbis (Spirorbis) spirorbis;334842;Spirorbis (Spirorbis) spirorbis;334842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1426;334839;Spirorbis corallinae;334839;Spirorbis (Spirorbis) corallinae;334839;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1427;131237;Spirorbis spirorbis;334842;Spirorbis (Spirorbis) spirorbis;131237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1428;1038999;Spirosperma ferox;1038999;Spirosperma ferox;1038999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1429;138159;Spisula;138159;Spisula;138159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1430;140300;Spisula elliptica;140300;Spisula elliptica;140300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1431;140301;Spisula solida;140301;Spisula solida;140301;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1432;140302;Spisula subtruncata;140302;Spisula subtruncata;140302;10.18;6.19;8.66;5.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1433;594993;Stagnicola palustris;594993;Stagnicola palustris;594993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1434;247773;Stenosemus albus;247773;Stenosemus albus;247773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1435;103166;Stenothoe marina;103166;Stenothoe marina;103166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1436;103169;Stenothoe monoculoides;103169;Stenothoe monoculoides;103169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1437;103178;Stenula rubrovittata;160514;Metopa rubrovittata;103178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1438;1039839;Steromphala cineraria;1039839;Steromphala cineraria;1039839;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1439;1477356;Steromphala tumida;1477356;Steromphala tumida;1477356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1440;131074;Sthenelais boa;131074;Sthenelais boa;131074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1441;131077;Sthenelais limicola;131077;Sthenelais limicola;131077;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1442;131538;Streblosoma bairdi;131538;Streblosoma bairdi;131538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1443;131540;Streblosoma intestinale;131540;Streblosoma intestinale;131540;13.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1444;152300;Streblosoma intestinalis;131540;Streblosoma intestinale;152300;13.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1445;129627;Streblospio;129627;Streblospio;129627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1446;131191;Streblospio benedicti;131191;Streblospio benedicti;131191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1447;131192;Streblospio dekhuyzeni;131193;Streblospio shrubsolii;131192;NA;NA;NA;NA;4.43;5.3;NA;3.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
1448;334883;Streblospio shrubsoli;131193;Streblospio shrubsolii;334883;NA;NA;NA;NA;4.43;5.3;NA;3.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
1449;131193;Streblospio shrubsolii;131193;Streblospio shrubsolii;131193;NA;NA;NA;NA;4.43;5.3;NA;3.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
1450;131402;Streptosyllis websteri;131402;Streptosyllis websteri;131402;NA;8.49;NA;5.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1451;124321;Strongylocentrotus droebachiensis;124321;Strongylocentrotus droebachiensis;124321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1452;103930;Styela coriacea;103930;Styela coriacea;delete;NA;9.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1453;103450;Styelidae;103450;Styelidae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1454;948;Syllidae;948;Syllidae;948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1455;129679;Syllides;129679;Syllides;129679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1456;239375;Syllides longocirrata;131411;Syllides longocirratus;239375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1457;131411;Syllides longocirratus;131411;Syllides longocirratus;131411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1458;130198;Syllidia armata;130198;Syllidia armata;130198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1459;131415;Syllis armillaris;131415;Syllis armillaris;131415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1460;131458;Syllis variegata;131458;Syllis variegata;131458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1461;102924;Synchelidium haplocheles;102924;Synchelidium haplocheles;102924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1462;102925;Synchelidium haplocheles;102926;Synchelidium intermedium;102925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1463;102926;Synchelidium intermedium;102926;Synchelidium intermedium;102926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1464;102928;Synchelidium maculatum;102928;Synchelidium maculatum;102928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1465;102929;Synchelidium tenuimanum;102929;Synchelidium tenuimanum;102929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1466;152345;Synelmis klatti;130696;Glyphohesione klatti;152345;7.23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1467;1133;Tanaidacea;1133;Tanaidacea;1133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1468;136164;Tanaidæ;798770;Tanaididae;136164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1469;798770;Tanaididae;798770;Tanaididae;798770;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1470;136486;Tanaissus lilljeborgi;136486;Tanaissus lilljeborgi;136486;NA;11.79;NA;14.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1471;136459;Tanaopsis laticaudata;136459;Tanaopsis laticaudata;136459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1472;712122;Tanypodinae;712122;Tanypodinae;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1473;712121;Tanytarsini;712121;Tanytarsini;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1474;140276;Tectura testudinalis;234208;Testudinalia testudinalis;140276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1475;153552;Tectura virginea;153552;Tectura virginea;153552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1476;146952;Tellimya ferruginosa;146952;Tellimya ferruginosa;146952;11.56;10.57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1477;152397;Tellimya tenella;152397;Tellimya tenella;152397;9.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1478;141587;Tellina fabula;146907;Fabulina fabula;141587;8.8;5.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1479;162581;Tellina pygmaea;879714;Asbjornsenia pygmaea;162581;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1480;141595;Tellina tenuis;878470;Macomangulus tenuis;141595;7.96;1.53;NA;2.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1481;235;Tellinidae;235;Tellinidae;235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1482;141639;Tenellia adspersa;141639;Tenellia adspersa;141639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1483;982;Terebellidae;982;Terebellidae;982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1484;129717;Terebellides;129717;Terebellides;129717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1485;183466;Terebellides stroemi;131573;Terebellides stroemii;183466;7.52;6.69;6.83;6.56;6.16;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1486;131573;Terebellides stroemii;131573;Terebellides stroemii;131573;7.52;6.69;6.83;6.56;6.16;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1487;141607;Teredo navalis;141607;Teredo navalis;141607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1488;234208;Testudinalia testudinalis;234208;Testudinalia testudinalis;234208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1489;129249;Tharyx;129249;Tharyx;129249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1490;152269;Tharyx killariensis;152269;Tharyx killariensis;152269;10.36;15.85;13.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1491;155177;Tharyx marioni;129938;Aphelochaeta marioni;155177;NA;10.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
